iter	MultiClass
181	0.1373296413
182	0.136103543
183	0.1349424532
184	0.1337573089
185	0.1327078492
186	0.1314009606
187	0.1305393367
188	0.1294583399
189	0.1285661099
190	0.1276932591
191	0.1267279415
192	0.125655617
193	0.1250595833
194	0.1244239985
195	0.1236706744
196	0.1224202398
197	0.1214589123
198	0.1207051317
199	0.1200810163
200	0.1190541885
201	0.1180683103
202	0.1172001824
203	0.1163012149
204	0.1156631424
205	0.114864118
206	0.1140547663
207	0.1132321015
208	0.112574937
209	0.1117635263
210	0.1110348577
211	0.1100343297
212	0.1091642514
213	0.1085260989
214	0.1076424378
215	0.1070564066
216	0.1064668385
217	0.1059901515
218	0.1051287869
219	0.1046971616
220	0.1039860298
221	0.103322361
222	0.1027491845
223	0.1019405469
224	0.1013819208
225	0.1005863383
226	0.1000745503
227	0.09956150602
228	0.09906255533
229	0.09847410822
230	0.09789679844
231	0.09739490391
232	0.09691383981
233	0.0964879379
234	0.09583110485
235	0.09527075691
236	0.09475792327
237	0.09419933593
238	0.09339935799
239	0.09295969525
240	0.09248278048
241	0.09188089454
242	0.09129594473
243	0.09079203774
244	0.09021557819
245	0.08974836433
246	0.08936894791
247	0.08878550805
248	0.08836639352
249	0.08792143466
250	0.08747449878
251	0.08685625504
252	0.08646643602
253	0.0859388368
254	0.08556238001
255	0.085191734
256	0.08473160667
257	0.0842795061
258	0.08384654435
259	0.08345890022
260	0.08306950498
261	0.08244755009
262	0.08206308915
263	0.08173465356
264	0.081355347
265	0.08105495023
266	0.08065540553
267	0.08011490906
268	0.07987568924
269	0.0794279197
270	0.07906802763
271	0.07874846956
272	0.07824856974
273	0.0779670528
274	0.07762256268
275	0.0773297866
276	0.07690578798
277	0.07656648157
278	0.07621765803
279	0.07580693261
280	0.07541527679
281	0.07504936918
282	0.07455099197
283	0.07411177877
284	0.0738853703
285	0.0734445596
286	0.07304448662
287	0.0727006664
288	0.07237761489
289	0.07201452483
290	0.07169344701
291	0.07129653875
292	0.07097828354
293	0.07065773451
294	0.0703146004
295	0.0699972262
296	0.06970506817
297	0.06939117088
298	0.0691042436
299	0.06879334533
300	0.06836116353
301	0.06807596593
302	0.06771404411
303	0.067439005
304	0.06722633238
305	0.0669386963
306	0.06661932498
307	0.06633736494
308	0.06599357674
309	0.06570227804
310	0.06535105669
311	0.06516671393
312	0.06484485491
313	0.06457668513
314	0.06437064011
315	0.06412436689
316	0.0638049644
317	0.06335816296
318	0.06301741116
319	0.062782434
320	0.06251402082
321	0.06232139646
322	0.06209630276
323	0.06189869984
324	0.06169609412
325	0.06149227121
326	0.06123910395
327	0.06098372283
328	0.06068461207
329	0.06046554997
330	0.06030888423
331	0.06009927049
332	0.05988806117
333	0.05969092769
334	0.05948137461
335	0.05931870762
336	0.05902890841
337	0.05870275525
338	0.05850452769
339	0.0582957392
340	0.05804475211
341	0.05786944769
342	0.05768688562
343	0.0575030197
344	0.05728471701
345	0.0571092723
346	0.05694206475
347	0.05675579135
348	0.05657687303
349	0.05641460294
350	0.05624778537
351	0.05605234845
352	0.05584103033
353	0.05568642542
354	0.0554941872
355	0.0552829537
356	0.05501343948
357	0.05479855518
358	0.05460667608
359	0.05434685672
360	0.05421360072
361	0.05401110499
362	0.05374262112
363	0.05354753293
364	0.05336643149
365	0.05314849825
366	0.0530041403
367	0.05282129816
368	0.05266876528
369	0.05248369442
370	0.05223222707
371	0.052024614
372	0.05185690435
373	0.05167471451
374	0.05145569036
375	0.05126979775
376	0.05098474506
377	0.05083884514
378	0.05066280727
379	0.05050470547
380	0.05035245989
381	0.05018771145
382	0.04997947161
383	0.04980010222
384	0.04963213061
385	0.04948621366
386	0.04934358719
387	0.04923458185
388	0.04906525533
389	0.04893899062
390	0.0487892636
391	0.04863033238
392	0.04847220525
393	0.04833747807
394	0.04821449282
395	0.04809833277
396	0.04794408086
397	0.04775177827
398	0.04762096368
399	0.04748327792
400	0.04736670051
401	0.04722633374
402	0.04711300619
403	0.04699272933
404	0.04676753921
405	0.04663820228
406	0.04646239754
407	0.04629543974
408	0.04614404956
409	0.04589172706
410	0.04576067372
411	0.04562491731
412	0.0454791137
413	0.04534622072
414	0.0451986345
415	0.04507063908
416	0.04497882733
417	0.04484323574
418	0.04466902419
419	0.04448881704
420	0.04434280098
421	0.04423151539
422	0.04408648171
423	0.04394554312
424	0.04381446283
425	0.04362582814
426	0.04351967252
427	0.04340106344
428	0.04328339948
429	0.0431366283
430	0.04299255822
431	0.04284014289
432	0.04273922089
433	0.04261216088
434	0.04236914447
435	0.04222719419
436	0.0421006416
437	0.0419564412
438	0.04174977605
439	0.04166080929
440	0.04153600933
441	0.04143987033
442	0.04130449002
443	0.04121182057
444	0.04111422284
445	0.04102907817
446	0.04092469106
447	0.04084324439
448	0.04072685458
449	0.04056574393
450	0.0404277397
451	0.04026290711
452	0.04016816223
453	0.04005688035
454	0.03991814736
455	0.03974790199
456	0.0396231082
457	0.03951640503
458	0.03937362573
459	0.03930196354
460	0.03922077341
461	0.03913410787
462	0.03903783991
463	0.03892421785
464	0.0388355241
465	0.03869622128
466	0.03860234159
467	0.0385119789
468	0.03840886222
469	0.03829100967
470	0.03816628771
471	0.03807145774
472	0.03798307392
473	0.03787536609
474	0.03777198604
475	0.03767064671
476	0.03759287026
477	0.03750397626
478	0.0373508976
479	0.03726385591
480	0.03717767133
481	0.03709353533
482	0.03700071621
483	0.03689840082
484	0.0368047418
485	0.03668455494
486	0.03659070131
487	0.03649580061
488	0.03641221543
489	0.03630920341
490	0.0362355331
491	0.03615790611
492	0.03606394984
493	0.03598414178
494	0.03591930494
495	0.03583345437
496	0.03577030798
497	0.03564511896
498	0.0355542948
499	0.03548401889
500	0.03540471934
501	0.03531619981
502	0.03524996781
503	0.03515635743
504	0.03506329139
505	0.03497648494
506	0.03491249853
507	0.03482728908
508	0.03470706783
509	0.03463186073
510	0.03454369683
511	0.0344554082
512	0.03435672596
513	0.03426642586
514	0.03420683026
515	0.03414736352
516	0.03405695742
517	0.03396353962
518	0.03390264798
519	0.03382224312
520	0.03373301946
521	0.03363532848
522	0.03353984089
523	0.03348571267
524	0.03342831607
525	0.03336597366
526	0.0332538441
527	0.03318594186
528	0.03312134255
529	0.0330532038
530	0.0329868228
531	0.0329224877
532	0.03284139721
533	0.03276633236
534	0.0326817055
535	0.03263424895
536	0.03255581432
537	0.03248432997
538	0.03239507672
539	0.03233228411
540	0.03226759727
541	0.03221132406
542	0.03212142824
543	0.03205621388
544	0.03199222698
545	0.03191162623
546	0.03182457567
547	0.03175172026
548	0.03166556128
549	0.03159434112
550	0.03153797192
551	0.03148853823
552	0.03140237713
553	0.03135722357
554	0.03127596178
555	0.03120545948
556	0.0311318827
557	0.03106150866
558	0.03100505185
559	0.03093758586
560	0.03088230988
561	0.03075693585
562	0.03070587738
563	0.03065700547
564	0.03059225089
565	0.03051183035
566	0.03043129782
567	0.03034181101
568	0.03026869346
569	0.03020674074
570	0.03015628751
571	0.0300854073
572	0.0300187246
573	0.02996088019
574	0.02989241962
575	0.02983740423
576	0.02977493513
577	0.02972035122
578	0.02965747795
579	0.02958492667
580	0.02952314495
581	0.029465345
582	0.0294101132
583	0.02935693391
584	0.02929939948
585	0.02924435021
586	0.02920077243
587	0.02914499156
588	0.02909941537
589	0.02904338266
590	0.0289950025
591	0.02893217689
592	0.02884157723
593	0.02879746045
594	0.02872759596
595	0.0286810427
596	0.02862560903
597	0.0285911858
598	0.02855133921
599	0.02850928415
600	0.02846473364
601	0.02840839134
602	0.02836815279
603	0.02832626394
604	0.02826273685
605	0.02821301918
606	0.02816199006
607	0.0280683596
608	0.02800875299
609	0.02796091913
610	0.02790779
611	0.02786346416
612	0.02781458568
613	0.02776962225
614	0.02772919501
615	0.02768738378
616	0.02761369145
617	0.02757352431
618	0.0275244172
619	0.02746728657
620	0.02741096802
621	0.02734780287
622	0.02726825263
623	0.02720063274
624	0.02714457105
625	0.02710017147
626	0.02705678963
627	0.02701029461
628	0.02697226594
629	0.02693763161
630	0.02686506272
631	0.02680778654
632	0.02674928027
633	0.0266797574
634	0.02663549337
635	0.02659337348
636	0.02654987069
637	0.02649415512
638	0.02643175636
639	0.02638549915
640	0.0263273833
641	0.02624905647
642	0.02620854754
643	0.02616356484
644	0.02611999932
645	0.02607832106
646	0.02604155486
647	0.02599281365
648	0.0259584531
649	0.02592194074
650	0.02586102923
651	0.02580610501
652	0.02570616882
653	0.02566799888
654	0.02561447311
655	0.02557112959
656	0.0255179197
657	0.02548118133
658	0.02544237879
659	0.02539368757
660	0.02536076477
661	0.02531705286
662	0.02527897587
663	0.02523666198
664	0.02519664254
665	0.02515821121
666	0.0251203963
667	0.02507879436
668	0.02504555415
669	0.02500504944
670	0.02495091217
671	0.02491832674
672	0.02486469652
673	0.02482008423
674	0.02476809207
675	0.02472951883
676	0.02469384925
677	0.02464911813
678	0.0246126101
679	0.02456518273
680	0.02452329868
681	0.0244872413
682	0.02444847952
683	0.02436585549
684	0.02431779028
685	0.02427254162
686	0.02423575351
687	0.02419927132
688	0.02416326711
689	0.0241222676
690	0.02408138436
691	0.02405206453
692	0.02399619677
693	0.02393783793
694	0.02390329527
695	0.0238642901
696	0.02382651971
697	0.02378827152
698	0.02373931217
699	0.02369264608
700	0.02365934826
701	0.02362822478
702	0.02359204391
703	0.02354940246
704	0.0234951324
705	0.02346739322
706	0.02343049292
707	0.02339536944
708	0.02335709076
709	0.02332199356
710	0.02329435649
711	0.02325944735
712	0.02321731468
713	0.02318388976
714	0.02315350102
715	0.02311686989
716	0.02306819998
717	0.02303006676
718	0.02299426006
719	0.02296515583
720	0.02293085958
721	0.02289758157
722	0.02286540945
723	0.02282666112
724	0.02278521398
725	0.02274850018
726	0.02272278794
727	0.02269066577
728	0.0226621545
729	0.02263173516
730	0.02258804854
731	0.02256284996
732	0.02253723781
733	0.0224980156
734	0.022457077
735	0.02239428355
736	0.02235081748
737	0.02232630041
738	0.02227659085
739	0.0222419928
740	0.02220843774
741	0.02217605826
742	0.02214574418
743	0.02211775503
744	0.02204843752
745	0.02201669585
746	0.02198223288
747	0.02195602246
748	0.02192967742
749	0.02189655048
750	0.02187159946
751	0.02183148072
752	0.02179295352
753	0.02176226616
754	0.02172681353
755	0.02169424819
756	0.0216701236
757	0.02162711864
758	0.02159280944
759	0.02156235066
760	0.0215342329
761	0.02148735997
762	0.02144352736
763	0.02140597645
764	0.0213748972
765	0.02134082772
766	0.0212999879
767	0.02127461264
768	0.02124124715
769	0.02120976662
770	0.02118803975
771	0.02116814465
772	0.02113513106
773	0.02110038313
774	0.0210723578
775	0.02104891871
776	0.02100714774
777	0.02097275962
778	0.02093583608
779	0.02089822378
780	0.02087083011
781	0.02084217318
782	0.02080854516
783	0.0207819894
784	0.02076028383
785	0.02073520306
786	0.0207057193
787	0.02067450956
788	0.0206459957
789	0.02061877495
790	0.02059034098
791	0.02053815777
792	0.0205090069
793	0.02048203247
794	0.02045952141
795	0.02043146029
796	0.02040278415
797	0.02035883655
798	0.02033045093
799	0.02030288837
800	0.02027469118
801	0.02024370616
802	0.02021042472
803	0.02018154767
804	0.02015294607
805	0.02012822357
806	0.02009997307
807	0.02006835357
808	0.02005122077
809	0.02002082564
810	0.01996365332
811	0.01994086396
812	0.01991667082
813	0.01989092825
814	0.01986404286
815	0.01983089783
816	0.01979551155
817	0.01977346325
818	0.01975187295
819	0.01972677889
820	0.01969765181
821	0.01967647527
822	0.01965109879
823	0.01961048376
824	0.01958709783
825	0.01953933059
826	0.01951577625
827	0.01948491274
828	0.01945608782
829	0.01943140872
830	0.01941404649
831	0.01938446699
832	0.0193643066
833	0.01934345778
834	0.01931829079
835	0.01926577316
836	0.01923814576
837	0.01920659099
838	0.01918231037
839	0.01915985356
840	0.01913679424
841	0.01910885149
842	0.0190841693
843	0.01906355412
844	0.0190419862
845	0.01900867126
846	0.01898398954
847	0.01896090034
848	0.01893943641
849	0.01891964279
850	0.01889221992
851	0.01887669071
852	0.01885884602
853	0.01883295164
854	0.01880940398
855	0.01878868873
856	0.01876258419
857	0.0187283659
858	0.01870129352
859	0.01867993752
860	0.01865997118
861	0.01863874735
862	0.01861612863
863	0.01859827915
864	0.01856823792
865	0.0185387449
866	0.01851264107
867	0.01849457346
868	0.01846511511
869	0.0184319842
870	0.01840815264
871	0.01838075934
872	0.01835742285
873	0.01832705803
874	0.01830430371
875	0.01828771803
876	0.01826541508
877	0.01824784574
878	0.01822815222
879	0.01821136839
880	0.0181891396
881	0.01815938683
882	0.01813501213
883	0.01811557078
884	0.0180963486
885	0.01807109032
886	0.01804708135
887	0.01801023641
888	0.01797745085
889	0.01795572628
890	0.01793510536
891	0.01790699786
892	0.01786406019
893	0.01784014837
894	0.0178144991
895	0.01779431933
896	0.01777881965
897	0.01775360902
898	0.01773239624
899	0.01771616691
900	0.01769684771
901	0.01767662117
902	0.01765816313
903	0.01764020262
904	0.01762552663
905	0.0176037902
906	0.01757385841
907	0.01754396288
908	0.01752587776
909	0.01751049794
910	0.01749269022
911	0.01746527458
912	0.01744028208
913	0.01742287676
914	0.01739757692
915	0.01737744227
916	0.01735159139
917	0.01733284205
918	0.01731040363
919	0.01728548467
920	0.01726843585
921	0.01724632442
922	0.01722530302
923	0.01720461212
924	0.01718514511
925	0.0171669547
926	0.01714986397
927	0.01711762107
928	0.01709675563
929	0.01707145807
930	0.01704883794
931	0.01701713063
932	0.01699622077
933	0.01697821906
934	0.01695822786
935	0.01693986614
936	0.01691978214
937	0.01689860564
938	0.01687585363
939	0.01686027795
940	0.01684136797
941	0.0168186705
942	0.01680303848
943	0.01678719617
944	0.01674949446
945	0.0167271974
946	0.01670263981
947	0.01668492002
948	0.01666115251
949	0.01664282292
950	0.0166239012
951	0.01660636287
952	0.01659156211
953	0.01657548156
954	0.01655073621
955	0.01652589901
956	0.01650431418
957	0.01648337758
958	0.01646799875
959	0.01644840364
960	0.01642939266
961	0.01641696428
962	0.01640259765
963	0.01638723485
964	0.01636763577
965	0.016349265
966	0.01632778699
967	0.01630751975
968	0.01629294988
969	0.01627834475
970	0.01625811313
971	0.01623949119
972	0.01622100008
973	0.01620272393
974	0.01617883453
975	0.01616370795
976	0.01614929649
977	0.01613407665
978	0.01610917924
979	0.01609270628
980	0.01607330375
981	0.01605093314
982	0.0160273943
983	0.0160095675
984	0.01599422294
985	0.01597613988
986	0.01595744656
987	0.01594164992
988	0.01592451657
989	0.01590642163
990	0.01588740855
991	0.01586244289
992	0.01582773619
993	0.01581189211
994	0.01579207736
995	0.01577943281
996	0.01576049154
997	0.01574092822
998	0.01572240079
999	0.01570449537
